id,naam,locatie,provincie,gemeente,deelgemeente,bewaringstoestand,structuren,gebeurtenistypes,brontypes,stijl,typologie,context,materiaal,plantensoort,datering,gebeurtenissen,themas,disciplines,zichtbaarheid,dataverantwoordelijke
980873,Sint Martensplein 2,Sint Martensplein 2 (Aalst),Oost-Vlaanderen,Aalst,Aalst,niet bewaard,"Metaaltijden, Prestedelijke fase, Stedelijke fase",archeologische opgravingen,eindverslag (archeologieportaal),,"afvalkuilen, beerkuilen, extractiekuilen, funderingslagen, graven, indicaties voor vakwerkbouw, kuilen, muurresten, paalkuilen, vaatwerk","agrarische nederzettingen, steden","aardewerk, barnsteen, bot (dierlijk), bot (menselijk), natuursteen, samengesteld bouwmateriaal",,"16de eeuw, 17de eeuw, late middeleeuwen, volle middeleeuwen",Opgraving Sint Martensplein 2,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
221190,Steenweg op Aalst,Steenweg op Aalst 231 (Aalst),"Oost-Vlaanderen, Vlaams-Brabant","Aalst, Opwijk",Baardegem,bewaard,Sporen Romeinse periode,archeologisch vooronderzoek met ingreep in de bodem,literatuur,,"brandrestengraven, crematiegraven, funeraire gebouwen en structuren",,aardewerk,,Midden-Romeinse tijd,Archeologisch vooronderzoek met ingreep in de bodem Aalst,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984022,Tolstraat 8,Tolstraat 8 (Aalst),Oost-Vlaanderen,Aalst,Nieuwerkerken,bewaard,Gemetste waterput,toevalsvondsten,toevalsvondst (archeologieportaal),,waterputten,,aardewerk,,nieuwste tijd,Toevalsvondst Tolstraat 8,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983515,Tragel 44,Tragel 44 (Aalst),Oost-Vlaanderen,Aalst,Aalst,niet bewaard,,landschappelijk booronderzoek,nota (archeologieportaal),,,,,,,Landschappelijk booronderzoek Tragel 44,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980028,Aalst Wijngaardveld,Wijngaardveld (Aalst),Oost-Vlaanderen,Aalst,Aalst,niet bewaard,,"archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",nota (archeologieportaal),,,,,,,Vooronderzoek Aalst Wijngaardveld,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989883,Aalter 8,Aalter (Oost-Vlaanderen),Oost-Vlaanderen,Aalter,Onbepaald,bewaard,Neolithische vondst,erfgoedonderzoek,collectie,,werktuigen,,lithisch materiaal,,neolithicum,Screening collectie KMKG,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
970290,Aalter Nieuwendam,Aalter (Aalter),Oost-Vlaanderen,Aalter,Aalter,bewaard,Concentraties artefacten,"archeologische opgravingen, archeologische veldkartering, erfgoedonderzoek",literatuur,"micoquiaan, mousteriaan","archeologische objecten, vondstenconcentraties",,lithisch materiaal,,middenpaleolithicum,"Archeologische opgravingen Aalter, Archeologische veldkartering Aalter, Erfgoedonderzoek Aalter",Archeologische vindplaatsen van het vroeg- en middenpaleolithicum,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981434,Westvoordestraat,"Akkerstraat, Driebekweg, Grote-Kapellestraat, Kleine Kapellestraat (Aalter)",Oost-Vlaanderen,Aalter,Knesselare,bewaard,"Sporen zone 2, Sporen zone 4","landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,"greppels, kuilen, paalkuilen",,,,,Archeologisch vooronderzoek Westvoordestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988526,"Bellemdorpweg, fase 2",Bellemdorpweg (Aalter),Oost-Vlaanderen,Aalter,Aalter,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,"Proefsleuvenonderzoek Bellemdorpweg, fase 2",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
991636,Boomgaardstraat,Boomgaardstraat (Aalter),Oost-Vlaanderen,Aalter,Aalter,bewaard,Postmiddeleeuwse grondsporen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, kuilen, paalsporen",,,,"nieuwe tijd, nieuwste tijd",Vooronderzoek Boomgaardstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983768,Buisstraat,Buisstraat (Aalter),Oost-Vlaanderen,Aalter,Aalter,bewaard,"Lithische artefacten, Concentratie van vondsten en sporen","archeobotanisch onderzoek, archeologische opgravingen, dendrochronologisch onderzoek, palynologisch onderzoek, radiokoolstofdatering",literatuur,,"gebouwen en structuren, gebouwplattegronden, greppels, kuilen, paalsporen, waterkuilen, waterputten",,"aardewerk, bot (dierlijk), hout, lithisch materiaal, metaal, natuursteen, samengesteld bouwmateriaal, vuursteen",,"middeleeuwen, Romeinse tijd, steentijd",Archeologisch onderzoek Buisstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982552,Project Drongengoed,"Drongengoedweg  (Aalter), Drongengoedweg  (Maldegem)",Oost-Vlaanderen,"Aalter, Maldegem","Aalter, Maldegem",bewaard,"Vondsten uit boringen, Grondsporen","landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek, waarderend archeologisch booronderzoek",nota (archeologieportaal),,"greppels, perceelsgreppels",,"aardewerk, vuursteen",,"nieuwste tijd, steentijd",Archeologisch vooronderzoek Project Drongengoed,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988560,Gouvernementstraat 20,Gouvernementstraat 20 (Aalter),Oost-Vlaanderen,Aalter,Aalter,niet bewaard,Recente sporen,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"kuilen, wapens en munitie",,metaal,,"20ste eeuw, WO II",Archeologisch vooronderzoek Gouvernementstraat 20,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980199,Aalter Hooiestraat,Hooiestraat (Aalter),Oost-Vlaanderen,Aalter,Knesselare,niet bewaard,"Waterkuil, Spieker late bronstijd, Late ijzertijd, Vroege Ijzertijd, Nieuwe tot Nieuwste tijd","archeologisch vooronderzoek met ingreep in de bodem, archeologische opgravingen, landschappelijk booronderzoek, radiokoolstofdatering","eindverslag (archeologieportaal), nota (archeologieportaal)",,"bijgebouwen, gebouwplattegronden, grachten (infrastructuur), greppels, kuilen, nederzettingen, paalsporen, perceelsgrenzen, standgreppels, vierpostenspijkers, waterkuilen",,,,"late bronstijd, late ijzertijd (westen), nieuwe tijd, nieuwste tijd, volle middeleeuwen, vroege ijzertijd","Opgraving Aalter Hooiestraat, Vooronderzoek Aalter Hooiestraat",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981912,Kloosterstraat,Kloosterstraat (Aalter),Oost-Vlaanderen,Aalter,Knesselare,bewaard,"karrensporen, Romeinse nederzetting, Kuilen middenijzertijd, Fragment vuursteen, Paalkuilen, Kuilen, Waterkuil, Grachten en greppels","archeobotanisch onderzoek, archeologische opgravingen, dendrochronologisch onderzoek, landschappelijk booronderzoek, palynologisch onderzoek, proefsleuven en proefputten i.f.v. sporensites, radiokoolstofdatering","eindverslag (archeologieportaal), nota (archeologieportaal)",,"gebouwplattegronden, grachten (infrastructuur), greppels, karrensporen, kuilen, paalkuilen, perceelsgreppels, spijkers, waterkuilen, waterputten, werktuigen",,"aardewerk, lithisch materiaal, vuursteen",,"metaaltijden, Midden-Romeinse tijd, middenijzertijd, nieuwe tijd, nieuwste tijd, Romeinse tijd, steentijd, Vroeg-Romeinse tijd","Archeologisch vooronderzoek Kloosterstraat, Opgraving Kloosterstraat",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981804,Kraenepoelpad,Kraenepoelpad (Aalter),Oost-Vlaanderen,Aalter,Aalter,niet bewaard,"Sporen nieuwe/nieuwst tijd, Recente sporen","landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"grachten (infrastructuur), greppels, kuilen, paalsporen, ploegsporen",,aardewerk,,"20ste eeuw, 21ste eeuw, nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Kraenepoelpad,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982097,Leegweg,Leegweg (Aalter),Oost-Vlaanderen,Aalter,Aalter,bewaard,Nieuwe tot nieuwste tijd,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"greppels, kuilen, paalkuilen, ploegsporen",,,,"nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Leegweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983135,Lobulckstraat,Lobulckstraat (Aalter),Oost-Vlaanderen,Aalter,Lotenhulle,niet bewaard,Grondsporen,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,greppels,,,,"19de eeuw, 20ste eeuw, nieuwe tijd",Archeologisch vooronderzoek Lobulckstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984558,Loveld,Loveldlaan 47 (Aalter),Oost-Vlaanderen,Aalter,Aalter,bewaard,Romeinse site,"analyse digitaal hoogtemodel, literatuurstudie, materiaalstudie, palynologisch onderzoek, proefsleuven en proefputten i.f.v. sporensites, radiokoolstofdatering, zaden- en vruchtenonderzoek",nota (archeologieportaal),,"gebouwen en structuren, greppels, kuilen, paalkuilen",,"aardewerk, gewoon rood aardewerk, keramisch bouwmateriaal, natuursteen, terra sigillata",,"Midden-Romeinse tijd, Vroeg-Romeinse tijd","Post-excavation onderzoek Loveld, Proefsleuvenonderzoek Aalter - Loveldlaan",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983471,Molenkouterstraat en Rozestraat,"Molenkouterstraat, Rozestraat (Aalter)",Oost-Vlaanderen,Aalter,Ursel,niet bewaard,"Nieuwe tijd greppels, IJzertijd scherf","landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,"greppels, losse vondsten, vaatwerk",,aardewerk,,"16de eeuw, 17de eeuw, ijzertijd, Vroeg-Romeinse tijd",Archeologisch vooronderzoek Molenkouterstraat en Rozestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983158,De Weverij,Sint-Godelievestraat (Aalter),Oost-Vlaanderen,Aalter,Aalter,niet bewaard,"Nederzettingen ijzertijd, Sporen nieuwste tijd","anthracologisch onderzoek, archeologische opgravingen, radiokoolstofdatering",eindverslag (archeologieportaal),La Tène,"gebouwplattegronden, greppels, kuilen, paalkuilen, spijkers",,"aardewerk, houtskool",,"late ijzertijd (westen), nieuwste tijd",Opgraving De Weverij,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
221192,Aalter Weverij,Sint-Godelievestraat 8A (Aalter),Oost-Vlaanderen,Aalter,Aalter,niet bewaard,Sporen ijzertijd/ Romeinse periode,"archeologisch vooronderzoek met ingreep in de bodem, proefsleuven en proefputten i.f.v. sporensites",archeologienota (archeologieportaal),,"gebouwplattegronden, greppels, kuilen, paalkuilen",,,,"ijzertijd, Romeinse tijd",Archeologisch vooronderzoek Weverij,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983198,Sint-Jozefstraat,Sint-Jozefstraat (Aalter),Oost-Vlaanderen,Aalter,Aalter,bewaard,"Vuursteen artefacten, Fase vroege ijzertijd, Fase ijzertijd-Romeinse periode, Fase midden-Romeins, Fase 3de eeuw, Fase Merovingische periode, Fase Karolingische periode, Fase volle middeleeuwen","anthracologisch onderzoek, archeobotanisch onderzoek, archeologische opgravingen, dendrochronologisch onderzoek, forensische archeologie, houtonderzoek, onderzoek van gewervelde diersoorten, palynologisch onderzoek, radiokoolstofdatering",eindverslag (archeologieportaal),,"bijgebouwen, brandrestengraven, gebouwplattegronden, greppels, karrensporen, kuilen, losse vondsten, munten, paalkuilen, spijkers, waterkuilen, waterputten, werktuigen",,"aardewerk, hout, vuursteen",,"Karolingische periode, late ijzertijd (westen), Merovingische periode, mesolithicum, Midden-Romeinse tijd, neolithicum, volle middeleeuwen, Vroeg-Romeinse tijd",Opgraving Sint-Jozefstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983419,Urselseweg,Urselseweg (Aalter),Oost-Vlaanderen,Aalter,Knesselare,niet bewaard,"IJzertijd - Romeinse tijd, Nieuwe - nieuwste tijd",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, paalsporen",,aardewerk,,"ijzertijd, nieuwe tijd, nieuwste tijd, Romeinse tijd",Archeologisch vooronderzoek Urselseweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983713,Venecolaan,Venecolaan (Aalter),Oost-Vlaanderen,Aalter,Aalter,niet bewaard,"Grondsporen, Residueel materiaal",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"grachten (infrastructuur), greppels, kuilen, losse vondsten, paalkuilen, vaatwerk",,aardewerk,,"middeleeuwen, nieuwe tijd, nieuwste tijd, Romeinse tijd",Proefsleuvenonderzoek Venecolaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
991537,Venecolaan 10,Venecolaan 10 (Aalter),Oost-Vlaanderen,Aalter,Aalter,niet bewaard,,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Vooronderzoek Venecolaan 10,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
991678,Weststraat,Weststraat (Aalter),Oost-Vlaanderen,Aalter,Aalter,bewaard,"Ongedateerde grondsporen, 16-17de-eeuws aardewerk","landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,grachten (infrastructuur),,aardewerk,,"16de eeuw, 17de eeuw",Vooronderzoek Weststraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
990480,Westvoordestraat,Westvoordestraat (Aalter),Oost-Vlaanderen,Aalter,Knesselare,bewaard,"Volmiddeleeuws erf, IJzertijd/ Romeins, Aardewerk nieuwe tijden","archeobotanisch onderzoek, archeologische opgravingen, dendrochronologisch onderzoek, palynologisch onderzoek, radiokoolstofdatering",eindverslag (archeologieportaal),,"gebouwplattegronden, grachten (infrastructuur), greppels, paalkuilen, spijkers, waterputten",,aardewerk,,"late ijzertijd (westen), nieuwe tijd, Romeinse tijd, volle middeleeuwen",Opgraving Westvoordestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980492,Aalter Woestijnepark,Woestijnepark (Aalter),Oost-Vlaanderen,Aalter,Onbepaald,niet bewaard,"Vondsten uit de Steentijden, Nederzetting en funeraire structuren bronstijd, Middeleeuwse boerderijen, Kasteel, Militair kamp 18de eeuw, Nederzetting en funeraire structuren ijzertijd, Nederzetting en funeraire structuren Romeins",archeologische opgravingen,literatuur,,"brandrestengraven, crematiegraven, funerair gerelateerde constructies, gebouwplattegronden, grachten (infrastructuur), grafheuvels, hoeven, karrensporen, kastelen (woningen), kringgreppels, militaire kampen, nederzettingen, palissaden, spijkers, wegen",,"aardewerk, bot (dierlijk), vuursteen",,"12de eeuw, 13de eeuw, 14de eeuw, 15de eeuw, 18de eeuw, finaalneolithicum, ijzertijd, laatmesolithicum, late bronstijd, late middeleeuwen, Midden-Romeinse tijd, middenbronstijd, middenmesolithicum, middenneolithicum, nieuwe tijd, volle middeleeuwen, vroegmesolithicum",Opgraving Aalter Woestijne,Prehistorische grafheuvelcomplexen en urnenvelden,Archeologisch,publiek,Agentschap Onroerend Erfgoed
531,Haksberg R2,Rillaar (Aarschot),Vlaams-Brabant,Aarschot,Rillaar,bewaard,"Artefacten meso- en neolithicum, Paleolithicum","archeologische veldkartering, archiefonderzoek, materiaalstudie","archief, literatuur",,"archeologische objecten, losse vondsten, vondstenconcentraties",,"kwartsiet van Wommersom, lithisch materiaal, vuursteen",,"laatmesolithicum, neolithicum, paleolithicum","Archeologische veldkartering, Archeologische veldkartering Aarschot, Evaluatie vroegere paleolithische vindplaatsen KU Leuven","Archeologische vindplaatsen van het vroeg- en middenpaleolithicum, Sites en sitecomplexen uit het finaalpaleolithicum en mesolithicum",Archeologisch,publiek,Agentschap Onroerend Erfgoed
981847,August Reyerslaan,August Reyerslaan (Aarschot),Vlaams-Brabant,Aarschot,Aarschot,niet bewaard,Losse vondsten (metaaldetectie),"metaaldetectie, proefsleuven en proefputten i.f.v. sporensites",archeologienota (archeologieportaal),,"ambachtelijke objecten, bevestigingselementen, kleding en -accessoires, losse vondsten, munten, sieraden, versieringsonderdelen van voorwerpen, wapens en munitie, werktuigen",,"ijzer, koperlegering, loodlegering, metaal",,"18de eeuw, 19de eeuw, 20ste eeuw",Vooronderzoek August Reyerslaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980214,Vooronderzoek Aarschot Bekaflaan,Bekaflaan (Aarschot),Vlaams-Brabant,Aarschot,Aarschot,bewaard,"Metaaltijden, Middeleeuwen","archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",nota (archeologieportaal),,"archeologische objecten, kuilen, paalkuilen",,aardewerk,,"metaaltijden, vroege middeleeuwen",Vooronderzoek Aarschot Bekaflaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988141,Betekomsesteenweg,Betekomsesteenweg 95 (Aarschot),Vlaams-Brabant,Aarschot,Aarschot,niet bewaard,,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Betekomsesteenweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
224800,Martelarenstraat - Capucienenstraat,"Capucienenstraat, Martelarenlaan (Aarschot)",Vlaams-Brabant,Aarschot,Aarschot,niet bewaard,"Ophogingslaag, Laatmiddeleeuwse erf, Gracht, Postmiddeleeuwse resten, Resultaten van het vooronderzoek","archeologisch vooronderzoek met ingreep in de bodem, archeologische opgravingen, dendrochronologisch onderzoek, onderzoek van gewervelde diersoorten, palynologisch onderzoek, zaden- en vruchtenonderzoek","eindverslag (archeologieportaal), literatuur",,"brouwerijen, grachten (infrastructuur), kelders, kuilen, muurresten, ophogingslagen, waterputten, woningen",,"aardewerk, bot (dierlijk), metaal",,"late middeleeuwen, nieuwe tijd, nieuwste tijd, volle middeleeuwen","Archeologisch vooronderzoek met ingreep in de bodem Aarschot, Opgraving Aarschot Martelarenstraat",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980633,Schoonhovenbos,"Dellestraat, Schoonhovenbos (Aarschot)",Vlaams-Brabant,Aarschot,Aarschot,niet bewaard,"Silex artefact, Recente sporen","archeologisch vooronderzoek met ingreep in de bodem, landschappelijk booronderzoek",nota (archeologieportaal),,"greppels, kuilen, spitsporen, werktuigen",,"pijpaarde, vuursteen",,"nieuwe tijd, nieuwste tijd, steentijd",Vooronderzoek Schoonhovenbos,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984359,Molendreef,"Diestsesteenweg, Molendreef, Motteveld, Waterhof (Aarschot)",Vlaams-Brabant,Aarschot,Rillaar,niet bewaard,"Sub-recent ploegspoor, Recent stookafval, Greppels en gracht (nieuwe tijden), Kuilen (ijzertijd-vroeg-Romeins)","landschappelijk bodemonderzoek, landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"afwateringsgreppels, ambachtelijke objecten, bouwmaterialen, grachten (infrastructuur), greppels, indicaties voor metaalbewerking, kuilen, onderdelen van gebouwen en structuren, ploegsporen, voertuigonderdelen",,"aardewerk, houtskool, ijzerzandsteen, kwarts, metaal, natuursteen, uitvloeiingsgesteente, vezelproduct, zandsteen",,"ijzertijd, nieuwe tijd, nieuwste tijd, Vroeg-Romeinse tijd",Archeologisch vooronderzoek Molendreef,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988108,Diestsestraat 27-31,Diestsestraat (Aarschot),Vlaams-Brabant,Aarschot,Aarschot,niet bewaard,Archeologische sporen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"kelders, ophogingslagen",,aardewerk,,"18de eeuw, nieuwste tijd",Archeologisch vooronderzoek Diestsestraat 27-31,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983799,Dubbeekstraat,Dubbeekstraat (Aarschot),Vlaams-Brabant,Aarschot,Aarschot,bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Dubbeekstraat ,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989031,Monding Weerdelaak,Franseliniestraat 11B (Aarschot),Vlaams-Brabant,Aarschot,Aarschot,bewaard,Lithisch artefact,"archeologische veldkartering, toevalsvondsten",toevalsvondst (archeologieportaal),,"archeologische objecten, losse vondsten",,vuursteen,,steentijd,Toevalsvondst monding Weerdelaak,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
987987,Gasthuisstraat 49,Gasthuisstraat 49 (Aarschot),Vlaams-Brabant,Aarschot,Aarschot,niet bewaard,Sporen bewoning,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"muurresten, vaatwerk, waterputten",,"aardewerk, ijzerzandsteen",,"late middeleeuwen, nieuwe tijd",Proefsleuvenonderzoek Gasthuisstraat 49,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
